buying,maint,doors,persons,trunk,safety,acceptability
low,high,2,2,mediano,med,unacc
low,high,2,2,mediano,high,unacc
low,high,2,2,grande,low,unacc
low,high,2,2,grande,med,unacc
low,high,2,2,grande,high,unacc
low,high,2,4,pequeño,low,unacc
low,high,2,4,pequeño,med,acc
low,high,2,4,pequeño,high,acc
low,high,2,4,mediano,low,unacc
low,high,2,4,mediano,med,acc
low,high,2,4,mediano,high,acc
low,high,2,4,grande,low,unacc
low,high,2,4,grande,med,acc
low,high,2,4,grande,high,vgood
low,high,2,more,pequeño,low,unacc
low,high,2,more,pequeño,med,unacc
low,high,2,more,pequeño,high,unacc
low,high,2,more,mediano,low,unacc
low,high,2,more,mediano,med,acc
low,high,2,more,mediano,high,acc
low,high,2,more,grande,low,unacc
low,high,2,more,grande,med,acc
low,high,2,more,grande,high,vgood
low,high,3,2,pequeño,low,unacc
low,high,3,2,pequeño,med,unacc
low,high,3,2,pequeño,high,unacc
low,high,3,2,mediano,low,unacc
low,high,3,2,mediano,med,unacc
low,high,3,2,mediano,high,unacc
low,high,3,2,grande,low,unacc
low,high,3,2,grande,med,unacc
low,high,3,2,grande,high,unacc
low,high,3,4,pequeño,low,unacc
low,high,3,4,pequeño,med,acc
low,high,3,4,pequeño,high,acc
low,high,3,4,mediano,low,unacc
low,high,3,4,mediano,med,acc
low,high,3,4,mediano,high,acc
low,high,3,4,grande,low,unacc
low,high,3,4,grande,med,acc
low,high,3,4,grande,high,vgood
low,high,3,more,pequeño,low,unacc
low,high,3,more,pequeño,med,acc
low,high,3,more,pequeño,high,acc
low,high,3,more,mediano,low,unacc
low,high,3,more,mediano,med,acc
low,high,3,more,mediano,high,vgood
low,high,3,more,grande,low,unacc
low,high,3,more,grande,med,acc
low,high,3,more,grande,high,vgood
low,high,4,2,pequeño,low,unacc
low,high,4,2,pequeño,med,unacc
low,high,4,2,pequeño,high,unacc
low,high,4,2,mediano,low,unacc
low,high,4,2,mediano,med,unacc
low,high,4,2,mediano,high,unacc
low,high,4,2,grande,low,unacc
low,high,4,2,grande,med,unacc
low,high,4,2,grande,high,unacc
low,high,4,4,pequeño,low,unacc
low,high,4,4,pequeño,med,acc
low,high,4,4,pequeño,high,acc
low,high,4,4,mediano,low,unacc
low,high,4,4,mediano,med,acc
low,high,4,4,mediano,high,vgood
low,high,4,4,grande,low,unacc
low,high,4,4,grande,med,acc
low,high,4,4,grande,high,vgood
low,high,4,more,pequeño,low,unacc
low,high,4,more,pequeño,med,acc
low,high,4,more,pequeño,high,acc
low,high,4,more,mediano,low,unacc
low,high,4,more,mediano,med,acc
low,high,4,more,mediano,high,vgood
low,high,4,more,grande,low,unacc
low,high,4,more,grande,med,acc
low,high,4,more,grande,high,vgood
low,high,5more,2,pequeño,low,unacc
low,high,5more,2,pequeño,med,unacc
low,high,5more,2,pequeño,high,unacc
low,high,5more,2,mediano,low,unacc
low,high,5more,2,mediano,med,unacc
low,high,5more,2,mediano,high,unacc
low,high,5more,2,grande,low,unacc
low,high,5more,2,grande,med,unacc
low,high,5more,2,grande,high,unacc
low,high,5more,4,pequeño,low,unacc
low,high,5more,4,pequeño,med,acc
low,high,5more,4,pequeño,high,acc
low,high,5more,4,mediano,low,unacc
low,high,5more,4,mediano,med,acc
low,high,5more,4,mediano,high,vgood
low,high,5more,4,grande,low,unacc
low,high,5more,4,grande,med,acc
low,high,5more,4,grande,high,vgood
low,high,5more,more,pequeño,low,unacc
low,high,5more,more,pequeño,med,acc
low,high,5more,more,pequeño,high,acc
low,high,5more,more,mediano,low,unacc
low,high,5more,more,mediano,med,acc
low,high,5more,more,mediano,high,vgood
low,high,5more,more,grande,low,unacc
low,high,5more,more,grande,med,acc
low,high,5more,more,grande,high,vgood
low,med,2,2,pequeño,low,unacc
low,med,2,2,pequeño,med,unacc
low,med,2,2,pequeño,high,unacc
low,med,2,2,mediano,low,unacc
low,med,2,2,mediano,med,unacc
low,med,2,2,mediano,high,unacc
low,med,2,2,grande,low,unacc
low,med,2,2,grande,med,unacc
low,med,2,2,grande,high,unacc
low,med,2,4,pequeño,low,unacc
low,med,2,4,pequeño,med,acc
low,med,2,4,pequeño,high,good
low,med,2,4,mediano,low,unacc
low,med,2,4,mediano,med,acc
low,med,2,4,mediano,high,good
low,med,2,4,grande,low,unacc
low,med,2,4,grande,med,good
low,med,2,4,grande,high,vgood
low,med,2,more,pequeño,low,unacc
low,med,2,more,pequeño,med,unacc
low,med,2,more,pequeño,high,unacc
low,med,2,more,mediano,low,unacc
low,med,2,more,mediano,med,acc
low,med,2,more,mediano,high,good
low,med,2,more,grande,low,unacc
low,med,2,more,grande,med,good
low,med,2,more,grande,high,vgood
low,med,3,2,pequeño,low,unacc
low,med,3,2,pequeño,med,unacc
low,med,3,2,pequeño,high,unacc
low,med,3,2,mediano,low,unacc
low,med,3,2,mediano,med,unacc
low,med,3,2,mediano,high,unacc
low,med,3,2,grande,low,unacc
low,med,3,2,grande,med,unacc
low,med,3,2,grande,high,unacc
low,med,3,4,pequeño,low,unacc
low,med,3,4,pequeño,med,acc
low,med,3,4,pequeño,high,good
low,med,3,4,mediano,low,unacc
low,med,3,4,mediano,med,acc
low,med,3,4,mediano,high,good
low,med,3,4,grande,low,unacc
low,med,3,4,grande,med,good
low,med,3,4,grande,high,vgood
low,med,3,more,pequeño,low,unacc
low,med,3,more,pequeño,med,acc
low,med,3,more,pequeño,high,good
low,med,3,more,mediano,low,unacc
low,med,3,more,mediano,med,good
low,med,3,more,mediano,high,vgood
low,med,3,more,grande,low,unacc
low,med,3,more,grande,med,good
low,med,3,more,grande,high,vgood
low,med,4,2,pequeño,low,unacc
low,med,4,2,pequeño,med,unacc
low,med,4,2,pequeño,high,unacc
low,med,4,2,mediano,low,unacc
low,med,4,2,mediano,med,unacc
low,med,4,2,mediano,high,unacc
low,med,4,2,grande,low,unacc
low,med,4,2,grande,med,unacc
low,med,4,2,grande,high,unacc
low,med,4,4,pequeño,low,unacc
low,med,4,4,pequeño,med,acc
low,med,4,4,pequeño,high,good
low,med,4,4,mediano,low,unacc
low,med,4,4,mediano,med,good
low,med,4,4,mediano,high,vgood
low,med,4,4,grande,low,unacc
low,med,4,4,grande,med,good
low,med,4,4,grande,high,vgood
low,med,4,more,pequeño,low,unacc
low,med,4,more,pequeño,med,acc
low,med,4,more,pequeño,high,good
low,med,4,more,mediano,low,unacc
low,med,4,more,mediano,med,good
low,med,4,more,mediano,high,vgood
low,med,4,more,grande,low,unacc
low,med,4,more,grande,med,good
low,med,4,more,grande,high,vgood
low,med,5more,2,pequeño,low,unacc
low,med,5more,2,pequeño,med,unacc
low,med,5more,2,pequeño,high,unacc
low,med,5more,2,mediano,low,unacc
low,med,5more,2,mediano,med,unacc
low,med,5more,2,mediano,high,unacc
low,med,5more,2,grande,low,unacc
low,med,5more,2,grande,med,unacc
low,med,5more,2,grande,high,unacc
low,med,5more,4,pequeño,low,unacc
low,med,5more,4,pequeño,med,acc
low,med,5more,4,pequeño,high,good
low,med,5more,4,mediano,low,unacc
low,med,5more,4,mediano,med,good
low,med,5more,4,mediano,high,vgood
low,med,5more,4,grande,low,unacc
low,med,5more,4,grande,med,good
low,med,5more,4,grande,high,vgood
low,med,5more,more,pequeño,low,unacc
low,med,5more,more,pequeño,med,acc
low,med,5more,more,pequeño,high,good
low,med,5more,more,mediano,low,unacc
low,med,5more,more,mediano,med,good
low,med,5more,more,mediano,high,vgood
low,med,5more,more,grande,low,unacc
low,med,5more,more,grande,med,good
low,med,5more,more,grande,high,vgood
low,low,2,2,pequeño,low,unacc
low,low,2,2,pequeño,med,unacc
low,low,2,2,pequeño,high,unacc
low,low,2,2,mediano,low,unacc
low,low,2,2,mediano,med,unacc
low,low,2,2,mediano,high,unacc
low,low,2,2,grande,low,unacc
low,low,2,2,grande,med,unacc
low,low,2,2,grande,high,unacc
low,low,2,4,pequeño,low,unacc
low,low,2,4,pequeño,med,acc
low,low,2,4,pequeño,high,good
low,low,2,4,mediano,low,unacc
low,low,2,4,mediano,med,acc
low,low,2,4,mediano,high,good
low,low,2,4,grande,low,unacc
low,low,2,4,grande,med,good
low,low,2,4,grande,high,vgood
low,low,2,more,pequeño,low,unacc
low,low,2,more,pequeño,med,unacc
low,low,2,more,pequeño,high,unacc
low,low,2,more,mediano,low,unacc
low,low,2,more,mediano,med,acc
low,low,2,more,mediano,high,good
low,low,2,more,grande,low,unacc
low,low,2,more,grande,med,good
low,low,2,more,grande,high,vgood
low,low,3,2,pequeño,low,unacc
low,low,3,2,pequeño,med,unacc
low,low,3,2,pequeño,high,unacc
low,low,3,2,mediano,low,unacc
low,low,3,2,mediano,med,unacc
low,low,3,2,mediano,high,unacc
low,low,3,2,grande,low,unacc
low,low,3,2,grande,med,unacc
low,low,3,2,grande,high,unacc
low,low,3,4,pequeño,low,unacc
low,low,3,4,pequeño,med,acc
low,low,3,4,pequeño,high,good
low,low,3,4,mediano,low,unacc
low,low,3,4,mediano,med,acc
low,low,3,4,mediano,high,good
low,low,3,4,grande,low,unacc
low,low,3,4,grande,med,good
low,low,3,4,grande,high,vgood
low,low,3,more,pequeño,low,unacc
low,low,3,more,pequeño,med,acc
low,low,3,more,pequeño,high,good
low,low,3,more,mediano,low,unacc
low,low,3,more,mediano,med,good
low,low,3,more,mediano,high,vgood
low,low,3,more,grande,low,unacc
low,low,3,more,grande,med,good
low,low,3,more,grande,high,vgood
low,low,4,2,pequeño,low,unacc
low,low,4,2,pequeño,med,unacc
low,low,4,2,pequeño,high,unacc
low,low,4,2,mediano,low,unacc
low,low,4,2,mediano,med,unacc
low,low,4,2,mediano,high,unacc
low,low,4,2,grande,low,unacc
low,low,4,2,grande,med,unacc
low,low,4,2,grande,high,unacc
low,low,4,4,pequeño,low,unacc
low,low,4,4,pequeño,med,acc
low,low,4,4,pequeño,high,good
low,low,4,4,mediano,low,unacc
low,low,4,4,mediano,med,good
low,low,4,4,mediano,high,vgood
low,low,4,4,grande,low,unacc
low,low,4,4,grande,med,good
low,low,4,4,grande,high,vgood
low,low,4,more,pequeño,low,unacc
low,low,4,more,pequeño,med,acc
low,low,4,more,pequeño,high,good
low,low,4,more,mediano,low,unacc
low,low,4,more,mediano,med,good
low,low,4,more,mediano,high,vgood
low,low,4,more,grande,low,unacc
low,low,4,more,grande,med,good
low,low,4,more,grande,high,vgood
low,low,5more,2,pequeño,low,unacc
low,low,5more,2,pequeño,med,unacc
low,low,5more,2,pequeño,high,unacc
low,low,5more,2,mediano,low,unacc
low,low,5more,2,mediano,med,unacc
low,low,5more,2,mediano,high,unacc
low,low,5more,2,grande,low,unacc
low,low,5more,2,grande,med,unacc
low,low,5more,2,grande,high,unacc
low,low,5more,4,pequeño,low,unacc
low,low,5more,4,pequeño,med,acc
low,low,5more,4,pequeño,high,good
low,low,5more,4,mediano,low,unacc
low,low,5more,4,mediano,med,good
low,low,5more,4,mediano,high,vgood
low,low,5more,4,grande,low,unacc
low,low,5more,4,grande,med,good
low,low,5more,4,grande,high,vgood
low,low,5more,more,pequeño,low,unacc
low,low,5more,more,pequeño,med,acc
low,low,5more,more,pequeño,high,good
low,low,5more,more,mediano,low,unacc
low,low,5more,more,mediano,med,good
low,low,5more,more,mediano,high,vgood
low,low,5more,more,grande,low,unacc
low,low,5more,more,grande,med,good
low,low,5more,more,grande,high,vgood
